Sym	Name	Exch
XOI.IDX	AMEX Oil Index	INDEX
XSP.IDX	S& P 500 MINI-SPX OPTIO    IND	INDEX
Y0FD.IDX	TSX Venture Stocks Above 5-Day Average	INDEX
Y0FI.IDX	TSX Venture Stocks Above 50-Day Average	INDEX
Y0OF.IDX	TSX Venture Stocks Above 150-Day Average	INDEX
Y0OH.IDX	TSX Venture Stocks Above 100-Day Average	INDEX
Y0TH.IDX	TSX Venture Stocks Above 200-Day Average	INDEX
Y0TW.IDX	TSX Venture Stocks Above 20-Day Average	INDEX
Y1FD.IDX	TSX Income Trust Stocks Above 5-Day Average	INDEX
Y1FI.IDX	TSX Income Trust Stocks Above 50-Day Average	INDEX
Y1OF.IDX	TSX Income Trust Stocks Above 150-Day Average	INDEX
Y1OH.IDX	TSX Income Trust Stocks Above 100-Day Average	INDEX
Y1TH.IDX	TSX Income Trust Stocks Above 200-Day Average	INDEX
Y1TW.IDX	TSX Income Trust Stocks Above 20-Day Average	INDEX
Y2FD.IDX	TSX REIT Capped Stocks Above 5-Day Average	INDEX
Y2FI.IDX	TSX REIT Capped Stocks Above 50-Day Average	INDEX
Y2OF.IDX	TSX REIT Capped Stocks Above 150-Day Average	INDEX
Y2OH.IDX	TSX REIT Capped Stocks Above 100-Day Average	INDEX
Y2TH.IDX	TSX REIT Capped Stocks Above 200-Day Average	INDEX
Y2TW.IDX	TSX REIT Capped Stocks Above 20-Day Average	INDEX
Y3FD.IDX	TSX American Pref Stocks Above 5-Day Average	INDEX
Y3FI.IDX	TSX American Pref Stocks Above 50-Day Average	INDEX
Y3OF.IDX	TSX American Pref Stocks Above 150-Day Average	INDEX
Y3OH.IDX	TSX American Pref Stocks Above 100-Day Average	INDEX
Y3TH.IDX	TSX American Pref Stocks Above 200-Day Average	INDEX
Y3TW.IDX	TSX American Pref Stocks Above 20-Day Average	INDEX
Y5FD.IDX	TSX Capped Comp Stocks Above 5-Day Average	INDEX
Y5FI.IDX	TSX Capped Comp Stocks Above 50-Day Average	INDEX
Y5OF.IDX	TSX Capped Comp Stocks Above 150-Day Average	INDEX
Y5OH.IDX	TSX Capped Comp Stocks Above 100-Day Average	INDEX
Y5TH.IDX	TSX Capped Comp Stocks Above 200-Day Average	INDEX
Y5TW.IDX	TSX Capped Comp Stocks Above 20-Day Average	INDEX
Y6FD.IDX	TSX Con Disc Stocks Above 5-Day Average	INDEX
Y6FI.IDX	TSX Con Disc Stocks Above 50-Day Average	INDEX
Y6OF.IDX	TSX Con Disc Stocks Above 150-Day Average	INDEX
Y6OH.IDX	TSX Con Disc Stocks Above 100-Day Average	INDEX
Y6TH.IDX	TSX Con Disc Stocks Above 200-Day Average	INDEX
Y6TW.IDX	TSX Con Disc Stocks Above 20-Day Average	INDEX
Y7FD.IDX	TSX Con Staples Stocks Above 5-Day Average	INDEX
Y7FI.IDX	TSX Con Staples Stocks Above 50-Day Average	INDEX
Y7OF.IDX	TSX Con Staples Stocks Above 150-Day Average	INDEX
Y7OH.IDX	TSX Con Staples Stocks Above 100-Day Average	INDEX
Y7TH.IDX	TSX Con Staples Stocks Above 200-Day Average	INDEX
Y7TW.IDX	TSX Con Staples Stocks Above 20-Day Average	INDEX
Y8FD.IDX	TSX Energy Stocks Above 5-Day Average	INDEX
Y8FI.IDX	TSX Energy Stocks Above 50-Day Average	INDEX
Y8OF.IDX	TSX Energy Stocks Above 150-Day Average	INDEX
Y8OH.IDX	TSX Energy Stocks Above 100-Day Average	INDEX
Y8TH.IDX	TSX Energy Stocks Above 200-Day Average	INDEX
Y8TW.IDX	TSX Energy Stocks Above 20-Day Average	INDEX
Y9FD.IDX	TSX Financials Stocks Above 5-Day Average	INDEX
Y9FI.IDX	TSX Financials Stocks Above 50-Day Average	INDEX
Y9OF.IDX	TSX Financials Stocks Above 150-Day Average	INDEX
Y9OH.IDX	TSX Financials Stocks Above 100-Day Average	INDEX
Y9TH.IDX	TSX Financials Stocks Above 200-Day Average	INDEX
Y9TW.IDX	TSX Financials Stocks Above 20-Day Average	INDEX
YAFD.IDX	TSX Global Gold Stocks Above 5-Day Average	INDEX
YAFI.IDX	TSX Global Gold Stocks Above 50-Day Average	INDEX
YAOF.IDX	TSX Global Gold Stocks Above 150-Day Average	INDEX
YAOH.IDX	TSX Global Gold Stocks Above 100-Day Average	INDEX
YATH.IDX	TSX Global Gold Stocks Above 200-Day Average	INDEX
YATW.IDX	TSX Global Gold Stocks Above 20-Day Average	INDEX
YBFD.IDX	TSX Health Care Stocks Above 5-Day Average	INDEX
YBFI.IDX	TSX Health Care Stocks Above 50-Day Average	INDEX
YBOF.IDX	TSX Health Care Stocks Above 150-Day Average	INDEX
YBOH.IDX	TSX Health Care Stocks Above 100-Day Average	INDEX
YBTH.IDX	TSX Health Care Stocks Above 200-Day Average	INDEX
YBTW.IDX	TSX Health Care Stocks Above 20-Day Average	INDEX
YCFD.IDX	TSX Industrials Stocks Above 5-Day Average	INDEX
YCFI.IDX	TSX Industrials Stocks Above 50-Day Average	INDEX
YCOF.IDX	TSX Industrials Stocks Above 150-Day Average	INDEX
YCOH.IDX	TSX Industrials Stocks Above 100-Day Average	INDEX
YCTH.IDX	TSX Industrials Stocks Above 200-Day Average	INDEX
YCTW.IDX	TSX Industrials Stocks Above 20-Day Average	INDEX
YDFD.IDX	TSX Materials Stocks Above 5-Day Average	INDEX
YDFI.IDX	TSX Materials Stocks Above 50-Day Average	INDEX
YDOF.IDX	TSX Materials Stocks Above 150-Day Average	INDEX
YDOH.IDX	TSX Materials Stocks Above 100-Day Average	INDEX
YDTH.IDX	TSX Materials Stocks Above 200-Day Average	INDEX
YDTW.IDX	TSX Materials Stocks Above 20-Day Average	INDEX
YEFD.IDX	TSX Real Estate Stocks Above 5-Day Average	INDEX
YEFI.IDX	TSX Real Estate Stocks Above 50-Day Average	INDEX
YEOF.IDX	TSX Real Estate Stocks Above 150-Day Average	INDEX
YEOH.IDX	TSX Real Estate Stocks Above 100-Day Average	INDEX
YETH.IDX	TSX Real Estate Stocks Above 200-Day Average	INDEX
YETW.IDX	TSX Real Estate Stocks Above 20-Day Average	INDEX
YFFD.IDX	TSX Info Tech Stocks Above 5-Day Average	INDEX
YFFI.IDX	TSX Info Tech Stocks Above 50-Day Average	INDEX
YFOF.IDX	TSX Info Tech Stocks Above 150-Day Average	INDEX
YFOH.IDX	TSX Info Tech Stocks Above 100-Day Average	INDEX
YFTH.IDX	TSX Info Tech Stocks Above 200-Day Average	INDEX
YFTW.IDX	TSX Info Tech Stocks Above 20-Day Average	INDEX
YGFD.IDX	TSX Telecom Srvs Stocks Above 5-Day Average	INDEX
YGFI.IDX	TSX Telecom Srvs Stocks Above 50-Day Average	INDEX
YGOF.IDX	TSX Telecom Srvs Stocks Above 150-Day Average	INDEX
YGOH.IDX	TSX Telecom Srvs Stocks Above 100-Day Average	INDEX
YGTH.IDX	TSX Telecom Srvs Stocks Above 200-Day Average	INDEX
YGTW.IDX	TSX Telecom Srvs Stocks Above 20-Day Average	INDEX
YHFD.IDX	TSX Utilities Stocks Above 5-Day Average	INDEX
YHFI.IDX	TSX Utilities Stocks Above 50-Day Average	INDEX
YHOF.IDX	TSX Utilities Stocks Above 150-Day Average	INDEX
YHOH.IDX	TSX Utilities Stocks Above 100-Day Average	INDEX
YHTH.IDX	TSX Utilities Stocks Above 200-Day Average	INDEX
YHTW.IDX	TSX Utilities Stocks Above 20-Day Average	INDEX
YIFD.IDX	TSX Buyback Stocks Above 5-Day Average	INDEX
YIFI.IDX	TSX Buyback Stocks Above 50-Day Average	INDEX
YIOF.IDX	TSX Buyback Stocks Above 150-Day Average	INDEX
YIOH.IDX	TSX Buyback Stocks Above 100-Day Average	INDEX
YITH.IDX	TSX Buyback Stocks Above 200-Day Average	INDEX
YITW.IDX	TSX Buyback Stocks Above 20-Day Average	INDEX
YJFD.IDX	TSX G.B. Metals EW Stocks Above 5-Day Average	INDEX
YJFI.IDX	TSX G.B. Metals EW Stocks Above 50-Day Average	INDEX
YJOF.IDX	TSX G.B. Metals EW Stocks Above 150-Day Average	INDEX
YJOH.IDX	TSX G.B. Metals EW Stocks Above 100-Day Average	INDEX
YJTH.IDX	TSX G.B. Metals EW Stocks Above 200-Day Average	INDEX
YJTW.IDX	TSX G.B. Metals EW Stocks Above 20-Day Average	INDEX
YKFD.IDX	TSX G.B. Metals Stocks Above 5-Day Average	INDEX
YKFI.IDX	TSX G.B. Metals Stocks Above 50-Day Average	INDEX
YKOF.IDX	TSX G.B. Metals Stocks Above 150-Day Average	INDEX
YKOH.IDX	TSX G.B. Metals Stocks Above 100-Day Average	INDEX
YKTH.IDX	TSX G.B. Metals Stocks Above 200-Day Average	INDEX
YKTW.IDX	TSX G.B. Metals Stocks Above 20-Day Average	INDEX
YLFD.IDX	TSX Composite EW Stocks Above 5-Day Average	INDEX
YLFI.IDX	TSX Composite EW Stocks Above 50-Day Average	INDEX
YLOF.IDX	TSX Composite EW Stocks Above 150-Day Average	INDEX
YLOH.IDX	TSX Composite EW Stocks Above 100-Day Average	INDEX
YLTH.IDX	TSX Composite EW Stocks Above 200-Day Average	INDEX
YLTW.IDX	TSX Composite EW Stocks Above 20-Day Average	INDEX
YMFD.IDX	TSX Renew & Clean Stocks Above 5-Day Average	INDEX
YMFI.IDX	TSX Renew & Clean Stocks Above 50-Day Average	INDEX
YMOF.IDX	TSX Renew & Clean Stocks Above 150-Day Average	INDEX
YMOH.IDX	TSX Renew & Clean Stocks Above 100-Day Average	INDEX
YMTH.IDX	TSX Renew & Clean Stocks Above 200-Day Average	INDEX
YMTW.IDX	TSX Renew & Clean Stocks Above 20-Day Average	INDEX
YNFD.IDX	TSX Composite Stocks Above 5-Day Average	INDEX
YNFI.IDX	TSX Composite Stocks Above 50-Day Average	INDEX
YNOF.IDX	TSX Composite Stocks Above 150-Day Average	INDEX
YNOH.IDX	TSX Composite Stocks Above 100-Day Average	INDEX
YNTH.IDX	TSX Composite Stocks Above 200-Day Average	INDEX
YNTW.IDX	TSX Composite Stocks Above 20-Day Average	INDEX
YOFD.IDX	TSX Composite Divd Stocks Above 5-Day Average	INDEX
YOFI.IDX	TSX Composite Divd Stocks Above 50-Day Average	INDEX
YOOF.IDX	TSX Composite Divd Stocks Above 150-Day Average	INDEX
YOOH.IDX	TSX Composite Divd Stocks Above 100-Day Average	INDEX
YOTH.IDX	TSX Composite Divd Stocks Above 200-Day Average	INDEX
YOTW.IDX	TSX Composite Divd Stocks Above 20-Day Average	INDEX
YPFD.IDX	TSX Diver Banks EW Stocks Above 5-Day Average	INDEX
YPFI.IDX	TSX Diver Banks EW Stocks Above 50-Day Average	INDEX
YPOF.IDX	TSX Diver Banks EW Stocks Above 150-Day Average	INDEX
YPOH.IDX	TSX Diver Banks EW Stocks Above 100-Day Average	INDEX
YPTH.IDX	TSX Diver Banks EW Stocks Above 200-Day Average	INDEX
YPTW.IDX	TSX Diver Banks EW Stocks Above 20-Day Average	INDEX
YQFD.IDX	TSX Divd Aristocrats Stocks Above 5-Day Average	INDEX
YQFI.IDX	TSX Divd Aristocrats Stocks Above 50-Day Average	INDEX
YQOF.IDX	TSX Divd Aristocrats Stocks Above 150-Day Averag	INDEX
YQOH.IDX	TSX Divd Aristocrats Stocks Above 100-Day Averag	INDEX
YQTH.IDX	TSX Divd Aristocrats Stocks Above 200-Day Averag	INDEX
YQTW.IDX	TSX Divd Aristocrats Stocks Above 20-Day Average	INDEX
YRFD.IDX	TSX Comp Hi Div Stocks Above 5-Day Average	INDEX
YRFI.IDX	TSX Comp Hi Div Stocks Above 50-Day Average	INDEX
YROF.IDX	TSX Comp Hi Div Stocks Above 150-Day Average	INDEX
YROH.IDX	TSX Comp Hi Div Stocks Above 100-Day Average	INDEX
YRTH.IDX	TSX Comp Hi Div Stocks Above 200-Day Average	INDEX
YRTW.IDX	TSX Comp Hi Div Stocks Above 20-Day Average	INDEX
YSFD.IDX	TSX 60 EW Stocks Above 5-Day Average	INDEX
YSFI.IDX	TSX 60 EW Stocks Above 50-Day Average	INDEX
YSOF.IDX	TSX 60 EW Stocks Above 150-Day Average	INDEX
YSOH.IDX	TSX 60 EW Stocks Above 100-Day Average	INDEX
YSTH.IDX	TSX 60 EW Stocks Above 200-Day Average	INDEX
YSTW.IDX	TSX 60 EW Stocks Above 20-Day Average	INDEX
YTFD.IDX	TSX Completion Stocks Above 5-Day Average	INDEX
YTFI.IDX	TSX Completion Stocks Above 50-Day Average	INDEX
YTOF.IDX	TSX Completion Stocks Above 150-Day Average	INDEX
YTOH.IDX	TSX Completion Stocks Above 100-Day Average	INDEX
YTTH.IDX	TSX Completion Stocks Above 200-Day Average	INDEX
YTTW.IDX	TSX Completion Stocks Above 20-Day Average	INDEX
YUFD.IDX	TSX Global Gold EW Stocks Above 5-Day Average	INDEX
YUFI.IDX	TSX Global Gold EW Stocks Above 50-Day Average	INDEX
YUOF.IDX	TSX Global Gold EW Stocks Above 150-Day Average	INDEX
YUOH.IDX	TSX Global Gold EW Stocks Above 100-Day Average	INDEX
YUTH.IDX	TSX Global Gold EW Stocks Above 200-Day Average	INDEX
YUTW.IDX	TSX Global Gold EW Stocks Above 20-Day Average	INDEX
YVFD.IDX	TSX Global Mining Stocks Above 5-Day Average	INDEX
YVFI.IDX	TSX Global Mining Stocks Above 50-Day Average	INDEX
YVOF.IDX	TSX Global Mining Stocks Above 150-Day Average	INDEX
YVOH.IDX	TSX Global Mining Stocks Above 100-Day Average	INDEX
YVTH.IDX	TSX Global Mining Stocks Above 200-Day Average	INDEX
YVTW.IDX	TSX Global Mining Stocks Above 20-Day Average	INDEX
YWFD.IDX	TSX Comp Hi Beta Stocks Above 5-Day Average	INDEX
YWFI.IDX	TSX Comp Hi Beta Stocks Above 50-Day Average	INDEX
YWOF.IDX	TSX Comp Hi Beta Stocks Above 150-Day Average	INDEX
YWOH.IDX	TSX Comp Hi Beta Stocks Above 100-Day Average	INDEX
YWTH.IDX	TSX Comp Hi Beta Stocks Above 200-Day Average	INDEX
YWTW.IDX	TSX Comp Hi Beta Stocks Above 20-Day Average	INDEX
YXFD.IDX	TSX Hi Inc Energy Stocks Above 5-Day Average	INDEX
YXFI.IDX	TSX Hi Inc Energy Stocks Above 50-Day Average	INDEX
YXOF.IDX	TSX Hi Inc Energy Stocks Above 150-Day Average	INDEX
YXOH.IDX	TSX Hi Inc Energy Stocks Above 100-Day Average	INDEX
YXTH.IDX	TSX Hi Inc Energy Stocks Above 200-Day Average	INDEX
YXTW.IDX	TSX Hi Inc Energy Stocks Above 20-Day Average	INDEX
YYFD.IDX	TSX Industrials EW Stocks Above 5-Day Average	INDEX
YYFI.IDX	TSX Industrials EW Stocks Above 50-Day Average	INDEX
YYOF.IDX	TSX Industrials EW Stocks Above 150-Day Average	INDEX
YYOH.IDX	TSX Industrials EW Stocks Above 100-Day Average	INDEX
YYTH.IDX	TSX Industrials EW Stocks Above 200-Day Average	INDEX
YYTW.IDX	TSX Industrials EW Stocks Above 20-Day Average	INDEX
YZFD.IDX	TSX Comp Low Vol Stocks Above 5-Day Average	INDEX
YZFI.IDX	TSX Comp Low Vol Stocks Above 50-Day Average	INDEX
YZOF.IDX	TSX Comp Low Vol Stocks Above 150-Day Average	INDEX
YZOH.IDX	TSX Comp Low Vol Stocks Above 100-Day Average	INDEX
YZTH.IDX	TSX Comp Low Vol Stocks Above 200-Day Average	INDEX
YZTW.IDX	TSX Comp Low Vol Stocks Above 20-Day Average	INDEX
Z0FD.IDX	TSX Oil & Gas EW Stocks Above 5-Day Average	INDEX
Z0FI.IDX	TSX Oil & Gas EW Stocks Above 50-Day Average	INDEX
Z0OF.IDX	TSX Oil & Gas EW Stocks Above 150-Day Average	INDEX
Z0OH.IDX	TSX Oil & Gas EW Stocks Above 100-Day Average	INDEX
Z0TH.IDX	TSX Oil & Gas EW Stocks Above 200-Day Average	INDEX
Z0TW.IDX	TSX Oil & Gas EW Stocks Above 20-Day Average	INDEX
Z1FD.IDX	TSX Pref Share Stocks Above 5-Day Average	INDEX
Z1FI.IDX	TSX Pref Share Stocks Above 50-Day Average	INDEX
Z1OF.IDX	TSX Pref Share Stocks Above 150-Day Average	INDEX
Z1OH.IDX	TSX Pref Share Stocks Above 100-Day Average	INDEX
Z1TH.IDX	TSX Pref Share Stocks Above 200-Day Average	INDEX
Z1TW.IDX	TSX Pref Share Stocks Above 20-Day Average	INDEX
Z2FD.IDX	TSX 60 Capped Stocks Above 5-Day Average	INDEX
Z2FI.IDX	TSX 60 Capped Stocks Above 50-Day Average	INDEX
Z2OF.IDX	TSX 60 Capped Stocks Above 150-Day Average	INDEX
Z2OH.IDX	TSX 60 Capped Stocks Above 100-Day Average	INDEX
Z2TH.IDX	TSX 60 Capped Stocks Above 200-Day Average	INDEX
Z2TW.IDX	TSX 60 Capped Stocks Above 20-Day Average	INDEX
Z3FD.IDX	TSX 60 Index Stocks Above 5-Day Average	INDEX
Z3FI.IDX	TSX 60 Index Stocks Above 50-Day Average	INDEX
Z3OF.IDX	TSX 60 Index Stocks Above 150-Day Average	INDEX
Z3OH.IDX	TSX 60 Index Stocks Above 100-Day Average	INDEX
Z3TH.IDX	TSX 60 Index Stocks Above 200-Day Average	INDEX
Z3TW.IDX	TSX 60 Index Stocks Above 20-Day Average	INDEX
Z4FD.IDX	TSX Comp Share Yld Stocks Above 5-Day Average	INDEX
Z4FI.IDX	TSX Comp Share Yld Stocks Above 50-Day Average	INDEX
Z4OF.IDX	TSX Comp Share Yld Stocks Above 150-Day Average	INDEX
Z4OH.IDX	TSX Comp Share Yld Stocks Above 100-Day Average	INDEX
Z4TH.IDX	TSX Comp Share Yld Stocks Above 200-Day Average	INDEX
Z4TW.IDX	TSX Comp Share Yld Stocks Above 20-Day Average	INDEX
Z5FD.IDX	TSX Smallcap Stocks Above 5-Day Average	INDEX
Z5FI.IDX	TSX Smallcap Stocks Above 50-Day Average	INDEX
Z5OF.IDX	TSX Smallcap Stocks Above 150-Day Average	INDEX
Z5OH.IDX	TSX Smallcap Stocks Above 100-Day Average	INDEX
Z5TH.IDX	TSX Smallcap Stocks Above 200-Day Average	INDEX
Z5TW.IDX	TSX Smallcap Stocks Above 20-Day Average	INDEX
